data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
"2019-12-17 10:30:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,7.5
"2019-12-17 13:30:00","Secrets & Lies",COMEDY,"Mike Leigh",1996,136,0,8.5
"2019-12-18 10:30:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,7.5
"2019-12-18 13:30:00","Mad Max 2",ACTION,"George Miller",1981,96,12,7.0
"2019-12-19 10:00:00","Tombstone",ACTION,"George P. Cosmatos",1993,130,16,7.0
"2019-12-19 13:00:00","The Princess Bride",ADVENTURE,"Rob Reiner",1987,98,0,7.5
"2019-12-20 10:00:00","The Longest Day",ACTION,"Ken Annakin",1962,178,0,7.5
"2019-12-21 10:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,8.5
"2019-12-21 12:30:00","Casino",CRIME,"Martin Scorsese",1995,178,12,8.5
"2019-12-21 16:30:00","Casino",CRIME,"Martin Scorsese",1995,178,12,8.5
"2019-12-21 20:30:00","Home Alone",COMEDY,"Chris Columbus",1990,103,0,9.5
"2019-12-22 10:30:00","Secrets & Lies",COMEDY,"Mike Leigh",1996,136,0,7.5
"2019-12-22 14:00:00","Secrets & Lies",COMEDY,"Mike Leigh",1996,136,0,7.0
"2019-12-22 17:30:00","Tombstone",ACTION,"George P. Cosmatos",1993,130,16,7.0
"2019-12-22 20:30:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,9.5
"2019-12-23 10:30:00","The Longest Day",ACTION,"Ken Annakin",1962,178,0,8.0
"2019-12-24 10:00:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,7.5
"2019-12-24 13:00:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,8.0
"2019-12-24 15:00:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,8.0
"2019-12-25 10:00:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,7.0
"2019-12-26 10:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,7.5
"2019-12-26 13:30:00","Tombstone",ACTION,"George P. Cosmatos",1993,130,16,6.5
"2019-12-27 10:00:00","Gattaca",DRAMA,"Andrew Niccol",1997,106,12,8.5
"2019-12-27 12:30:00","To Kill a Mockingbird",CRIME,"Robert Mulligan",1962,129,0,8.0
"2019-12-28 10:30:00","Tombstone",ACTION,"George P. Cosmatos",1993,130,16,7.5
"2019-12-28 13:30:00","A Night at the Opera",COMEDY,"Sam Wood",1935,96,12,8.0
"2019-12-28 16:00:00","A Few Good Men",DRAMA,"Rob Reiner",1992,138,0,8.0
"2019-12-28 19:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,9.5
"2019-12-29 10:00:00","Tombstone",ACTION,"George P. Cosmatos",1993,130,16,8.5
"2019-12-29 13:00:00","Zulu",DRAMA,"Cy Endfield",1964,138,0,7.0
"2019-12-29 16:00:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,6.5
"2019-12-29 19:30:00","To Kill a Mockingbird",CRIME,"Robert Mulligan",1962,129,0,9.5
"2019-12-30 10:30:00","A Few Good Men",DRAMA,"Rob Reiner",1992,138,0,6.5
"2019-12-30 13:30:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,8.5
"2019-12-30 17:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,6.5
"2019-12-31 10:00:00","The Longest Day",ACTION,"Ken Annakin",1962,178,0,8.5
"2019-12-31 14:00:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,6.5
"2020-01-01 10:00:00","Zulu",DRAMA,"Cy Endfield",1964,138,0,7.0
"2020-01-01 13:30:00","To Kill a Mockingbird",CRIME,"Robert Mulligan",1962,129,0,6.5
"2020-01-02 10:30:00","Gattaca",DRAMA,"Andrew Niccol",1997,106,12,7.0
"2020-01-02 13:00:00","American History X",DRAMA,"Tony Kaye",1998,119,16,8.0
"2020-01-03 10:30:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,7.5
"2020-01-04 10:30:00","The Outlaw Josey Wales",WESTERN,"Clint Eastwood",1976,135,12,8.0
"2020-01-04 13:30:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,8.5
"2020-01-04 16:00:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,6.5
"2020-01-05 10:00:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,8.5
"2020-01-05 13:30:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,7.5
"2020-01-05 17:00:00","Withnail & I",COMEDY,"Bruce Robinson",1987,107,16,8.5
"2020-01-05 20:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,10.0
"2020-01-06 10:30:00","Home Alone",COMEDY,"Chris Columbus",1990,103,0,8.0
"2020-01-06 13:00:00","Avengers: Infinity War",ACTION,"Anthony Russo",2018,149,12,8.0
"2020-01-07 10:30:00","Avengers: Infinity War",ACTION,"Anthony Russo",2018,149,12,7.5
"2020-01-07 13:30:00","A Few Good Men",DRAMA,"Rob Reiner",1992,138,0,8.0
"2020-01-07 16:30:00","To Kill a Mockingbird",CRIME,"Robert Mulligan",1962,129,0,7.0
"2020-01-08 10:30:00","Frankenstein",DRAMA,"James Whale",1931,70,12,8.5
"2020-01-08 12:30:00","Cat on a Hot Tin Roof",DRAMA,"Richard Brooks",1958,108,12,6.5
"2020-01-09 10:30:00","Ford v Ferrari",ACTION,"James Mangold",2019,152,12,7.0
"2020-01-09 14:00:00","Mad Max 2",ACTION,"George Miller",1981,96,12,6.5
"2020-01-09 16:30:00","Casino",CRIME,"Martin Scorsese",1995,178,12,7.5
"2020-01-10 10:00:00","Casino",CRIME,"Martin Scorsese",1995,178,12,8.5
"2020-01-10 14:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,7.5
"2020-01-11 10:30:00","Zulu",DRAMA,"Cy Endfield",1964,138,0,8.0
"2020-01-11 14:00:00","Mad Max 2",ACTION,"George Miller",1981,96,12,6.5
"2020-01-11 16:30:00","October Sky",BIOGRAPHY,"Joe Johnston",1999,108,6,6.5
"2020-01-11 19:30:00","Mary Poppins",COMEDY,"Robert Stevenson",1964,139,0,9.5
"2020-01-12 10:30:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,7.5
"2020-01-12 14:00:00","Ford v Ferrari",ACTION,"James Mangold",2019,152,12,8.5
"2020-01-12 17:30:00","The Nightmare Before Christmas",ANIMATION,"Henry Selick",1993,76,0,8.0
"2020-01-13 10:30:00","The Longest Day",ACTION,"Ken Annakin",1962,178,0,6.5
"2020-01-13 14:30:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,8.0
"2020-01-13 17:00:00","Secrets & Lies",COMEDY,"Mike Leigh",1996,136,0,8.5
"2020-01-14 10:30:00","Mad Max 2",ACTION,"George Miller",1981,96,12,7.0
"2020-01-14 13:00:00","Home Alone",COMEDY,"Chris Columbus",1990,103,0,8.0
"2020-01-15 10:00:00","The Longest Day",ACTION,"Ken Annakin",1962,178,0,6.5
"2020-01-15 14:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,8.5
"2020-01-15 17:00:00","The Longest Day",ACTION,"Ken Annakin",1962,178,0,8.5
"2020-01-16 10:00:00","Avengers: Infinity War",ACTION,"Anthony Russo",2018,149,12,8.5
"2020-01-17 10:00:00","Secrets & Lies",COMEDY,"Mike Leigh",1996,136,0,8.5
"2020-01-18 10:30:00","Mary Poppins",COMEDY,"Robert Stevenson",1964,139,0,6.5
"2020-01-18 13:30:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,6.5
"2020-01-18 16:30:00","Ford v Ferrari",ACTION,"James Mangold",2019,152,12,6.5
"2020-01-18 20:00:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,8.5
"2020-01-19 10:00:00","Zulu",DRAMA,"Cy Endfield",1964,138,0,8.0
"2020-01-19 13:00:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,8.0
"2020-01-19 16:00:00","To Kill a Mockingbird",CRIME,"Robert Mulligan",1962,129,0,7.0
"2020-01-20 10:00:00","A Few Good Men",DRAMA,"Rob Reiner",1992,138,0,7.5
"2020-01-21 10:00:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,6.5
"2020-01-21 12:30:00","The Little Mermaid",ANIMATION,"Ron Clements",1989,83,0,6.5
"2020-01-21 14:30:00","The Little Mermaid",ANIMATION,"Ron Clements",1989,83,0,7.5
"2020-01-22 10:00:00","Mad Max 2",ACTION,"George Miller",1981,96,12,8.5
"2020-01-23 10:00:00","Casino",CRIME,"Martin Scorsese",1995,178,12,8.5
"2020-01-23 14:00:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,8.5
"2020-01-23 18:30:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,9.0
"2020-01-24 10:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,8.0
"2020-01-25 10:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,7.0
"2020-01-25 13:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,8.5
"2020-01-25 16:00:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,7.0
"2020-01-26 10:00:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,8.0
"2020-01-26 13:00:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,7.0
"2020-01-26 16:30:00","Ford v Ferrari",ACTION,"James Mangold",2019,152,12,8.0
"2020-01-27 10:00:00","The Little Mermaid",ANIMATION,"Ron Clements",1989,83,0,6.5
"2020-01-28 10:00:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,8.0
"2020-01-28 13:00:00","Frankenstein",DRAMA,"James Whale",1931,70,12,7.5
"2020-01-28 15:00:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,6.5
"2020-01-29 10:00:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,7.0
"2020-01-29 12:00:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,6.5
"2020-01-29 15:00:00","Ford v Ferrari",ACTION,"James Mangold",2019,152,12,7.5
"2020-01-30 10:00:00","Frankenstein",DRAMA,"James Whale",1931,70,12,8.0
"2020-01-30 12:00:00","Cat on a Hot Tin Roof",DRAMA,"Richard Brooks",1958,108,12,8.0
"2020-01-30 14:30:00","Les quatre cents coups",CRIME,"François Truffaut",1959,99,12,7.5
"2020-01-31 10:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,6.5
"2020-01-31 13:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,7.5
"2020-02-01 10:00:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,7.5
"2020-02-01 12:30:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,8.0
"2020-02-01 15:00:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,6.5
"2020-02-02 10:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,8.5
"2020-02-02 12:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,7.0
"2020-02-02 15:00:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,7.0
"2020-02-02 19:30:00","Il conformista",DRAMA,"Bernardo Bertolucci",1970,113,12,9.5
"2020-02-03 10:30:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,8.5
"2020-02-03 13:00:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,8.0
"2020-02-03 17:30:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,6.5
"2020-02-04 10:00:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,7.0
"2020-02-05 10:00:00","La dolce vita",COMEDY,"Federico Fellini",1960,174,12,8.0
"2020-02-05 13:30:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,7.5
"2020-02-06 10:00:00","Green Book",BIOGRAPHY,"Peter Farrelly",2018,130,12,7.5
"2020-02-06 13:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,8.0
"2020-02-07 10:30:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,7.0
"2020-02-07 13:30:00","Cat on a Hot Tin Roof",DRAMA,"Richard Brooks",1958,108,12,8.0
"2020-02-07 16:00:00","Frankenstein",DRAMA,"James Whale",1931,70,12,8.0
"2020-02-08 10:30:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,6.5
"2020-02-08 13:30:00","Once Upon a Time... in Hollywood",COMEDY,"Quentin Tarantino",2019,161,12,6.5
"2020-02-08 17:00:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,8.5
"2020-02-09 10:30:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,7.0
"2020-02-09 13:00:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,7.0
"2020-02-09 17:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,8.5
"2020-02-10 10:00:00","The Game",ACTION,"David Fincher",1997,129,12,7.5
"2020-02-10 13:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,7.0
"2020-02-10 15:30:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,7.5
"2020-02-11 10:30:00","Once Upon a Time... in Hollywood",COMEDY,"Quentin Tarantino",2019,161,12,7.0
"2020-02-11 14:00:00","The Little Mermaid",ANIMATION,"Ron Clements",1989,83,0,6.5
"2020-02-12 10:30:00","Badlands",ACTION,"Terrence Malick",1973,94,6,8.0
"2020-02-12 13:00:00","The Adventures of Robin Hood",ACTION,"Michael Curtiz",1938,102,6,8.5
"2020-02-12 15:30:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,8.5
"2020-02-13 10:30:00","Il conformista",DRAMA,"Bernardo Bertolucci",1970,113,12,6.5
"2020-02-14 10:00:00","Once Upon a Time... in Hollywood",COMEDY,"Quentin Tarantino",2019,161,12,6.5
"2020-02-14 13:30:00","The Matrix",ACTION,"Lana Wachowski",1999,136,12,7.5
"2020-02-15 10:00:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,7.0
"2020-02-15 14:30:00","La dolce vita",COMEDY,"Federico Fellini",1960,174,12,8.5
"2020-02-15 18:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,9.0
"2020-02-16 10:30:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,7.0
"2020-02-16 13:30:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,8.5
"2020-02-16 16:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,7.0
"2020-02-17 10:30:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,7.5
"2020-02-17 13:00:00","A Bronx Tale",CRIME,"Robert De Niro",1993,121,16,8.0
"2020-02-17 16:00:00","Planes, Trains & Automobiles",COMEDY,"John Hughes",1987,93,0,7.0
"2020-02-18 10:00:00","Il conformista",DRAMA,"Bernardo Bertolucci",1970,113,12,7.5
"2020-02-18 13:00:00","Les quatre cents coups",CRIME,"François Truffaut",1959,99,12,8.0
"2020-02-19 10:30:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,8.0
"2020-02-20 10:00:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,7.0
"2020-02-20 12:30:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,6.5
"2020-02-21 10:00:00","A Bronx Tale",CRIME,"Robert De Niro",1993,121,16,6.5
"2020-02-21 13:00:00","Groundhog Day",COMEDY,"Harold Ramis",1993,101,0,6.5
"2020-02-21 15:30:00","Les quatre cents coups",CRIME,"François Truffaut",1959,99,12,7.5
"2020-02-22 10:00:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,8.0
"2020-02-22 13:00:00","Braveheart",BIOGRAPHY,"Mel Gibson",1995,178,12,8.0
"2020-02-22 17:00:00","L.A. Confidential",CRIME,"Curtis Hanson",1997,138,12,6.5
"2020-02-23 10:00:00","La vita è bella",COMEDY,"Roberto Benigni",1997,116,0,7.5
"2020-02-23 12:30:00","Braveheart",BIOGRAPHY,"Mel Gibson",1995,178,12,7.5
"2020-02-23 16:30:00","Il conformista",DRAMA,"Bernardo Bertolucci",1970,113,12,7.5
"2020-02-24 10:00:00","Manbiki kazoku",CRIME,"Hirokazu Koreeda",2018,121,12,7.5
"2020-02-25 10:30:00","Braveheart",BIOGRAPHY,"Mel Gibson",1995,178,12,7.5
"2020-02-25 14:30:00","Il conformista",DRAMA,"Bernardo Bertolucci",1970,113,12,8.5
"2020-02-26 10:30:00","La vita è bella",COMEDY,"Roberto Benigni",1997,116,0,7.5
"2020-02-26 13:00:00","The Lion in Winter",BIOGRAPHY,"Anthony Harvey",1968,134,6,7.5
"2020-02-26 16:00:00","Les quatre cents coups",CRIME,"François Truffaut",1959,99,12,7.0
"2020-02-27 10:30:00","Batoru rowaiaru",ACTION,"Kinji Fukasaku",2000,114,12,6.5
"2020-02-28 10:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,7.0
"2020-02-28 12:30:00","Groundhog Day",COMEDY,"Harold Ramis",1993,101,0,7.5
"2020-02-28 15:00:00","La vita è bella",COMEDY,"Roberto Benigni",1997,116,0,8.0
"2020-02-29 10:00:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,8.0
"2020-02-29 13:00:00","Kagemusha",DRAMA,"Akira Kurosawa",1980,180,0,8.5
"2020-02-29 17:00:00","Dancer in the Dark",CRIME,"Lars von Trier",2000,140,0,8.5
"2020-02-29 20:00:00","Kagemusha",DRAMA,"Akira Kurosawa",1980,180,0,9.0
"2020-03-01 10:30:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,7.5
"2020-03-01 13:00:00","The Manchurian Candidate",DRAMA,"John Frankenheimer",1962,126,12,6.5
"2020-03-01 16:00:00","Once Upon a Time... in Hollywood",COMEDY,"Quentin Tarantino",2019,161,12,7.0
"2020-03-01 19:30:00","A Bronx Tale",CRIME,"Robert De Niro",1993,121,16,10.0
"2020-03-02 10:00:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.5
"2020-03-02 12:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.0
"2020-03-02 15:00:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,8.0
"2020-03-03 10:00:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,7.0
"2020-03-03 12:00:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,7.5
"2020-03-04 10:00:00","Mr. Smith Goes to Washington",COMEDY,"Frank Capra",1939,129,12,7.5
"2020-03-04 13:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,8.0
"2020-03-05 10:30:00","Braveheart",BIOGRAPHY,"Mel Gibson",1995,178,12,8.0
"2020-03-06 10:00:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,6.5
"2020-03-06 13:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,7.0
"2020-03-06 17:00:00","The Lion in Winter",BIOGRAPHY,"Anthony Harvey",1968,134,6,7.5
"2020-03-07 10:00:00","Batoru rowaiaru",ACTION,"Kinji Fukasaku",2000,114,12,7.5
"2020-03-07 13:00:00","Festen",DRAMA,"Thomas Vinterberg",1998,105,16,7.0
"2020-03-07 15:30:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,6.5
"2020-03-08 10:30:00","L.A. Confidential",CRIME,"Curtis Hanson",1997,138,12,7.0
"2020-03-08 13:30:00","JFK",DRAMA,"Oliver Stone",1991,189,12,6.5
"2020-03-08 17:30:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,8.0
"2020-03-08 20:00:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,8.5
"2020-03-09 10:30:00","Kagemusha",DRAMA,"Akira Kurosawa",1980,180,0,7.0
"2020-03-09 14:30:00","The Shop Around the Corner",COMEDY,"Ernst Lubitsch",1940,99,12,8.5
"2020-03-09 17:00:00","Manbiki kazoku",CRIME,"Hirokazu Koreeda",2018,121,12,6.5
"2020-03-10 10:30:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,7.0
"2020-03-10 13:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,6.5
"2020-03-10 17:00:00","Mr. Smith Goes to Washington",COMEDY,"Frank Capra",1939,129,12,8.0
"2020-03-11 10:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,7.5
"2020-03-11 13:00:00","Blade Runner",ACTION,"Ridley Scott",1982,117,12,7.5
"2020-03-11 16:00:00","L.A. Confidential",CRIME,"Curtis Hanson",1997,138,12,7.5
"2020-03-12 10:30:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,7.0
"2020-03-12 13:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,8.0
"2020-03-12 17:00:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,6.5
"2020-03-13 10:00:00","Batoru rowaiaru",ACTION,"Kinji Fukasaku",2000,114,12,7.5
"2020-03-13 13:00:00","Blade Runner",ACTION,"Ridley Scott",1982,117,12,7.5
"2020-03-14 10:30:00","Blade Runner",ACTION,"Ridley Scott",1982,117,12,7.5
"2020-03-14 13:30:00","Festen",DRAMA,"Thomas Vinterberg",1998,105,16,7.5
"2020-03-14 16:00:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,8.0
"2020-03-15 10:30:00","The Adventures of Robin Hood",ACTION,"Michael Curtiz",1938,102,6,7.0
"2020-03-15 13:00:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,6.5
"2020-03-15 16:00:00","Festen",DRAMA,"Thomas Vinterberg",1998,105,16,7.0
"2020-03-15 18:30:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,9.5
"2020-03-16 10:00:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,8.0
"2020-03-17 10:00:00","Groundhog Day",COMEDY,"Harold Ramis",1993,101,0,8.0
"2020-03-17 12:30:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,7.5
"2020-03-17 15:30:00","The Shop Around the Corner",COMEDY,"Ernst Lubitsch",1940,99,12,7.0
"2020-03-18 10:00:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,7.0
"2020-03-18 13:00:00","Festen",DRAMA,"Thomas Vinterberg",1998,105,16,7.5
"2020-03-18 15:30:00","Mr. Smith Goes to Washington",COMEDY,"Frank Capra",1939,129,12,7.5
"2020-03-19 10:30:00","The Lion in Winter",BIOGRAPHY,"Anthony Harvey",1968,134,6,7.5
"2020-03-19 13:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,6.5
"2020-03-20 10:30:00","A Bronx Tale",CRIME,"Robert De Niro",1993,121,16,8.0
"2020-03-21 10:30:00","JFK",DRAMA,"Oliver Stone",1991,189,12,8.0
"2020-03-21 14:30:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,8.0
"2020-03-21 17:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,8.5
"2020-03-21 20:00:00","Groundhog Day",COMEDY,"Harold Ramis",1993,101,0,10.0
"2020-03-22 10:00:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,8.0
"2020-03-22 12:30:00","Blade Runner",ACTION,"Ridley Scott",1982,117,12,7.0
"2020-03-22 15:00:00","Glengarry Glen Ross",CRIME,"James Foley",1992,100,16,8.5
"2020-03-23 10:30:00","Batoru rowaiaru",ACTION,"Kinji Fukasaku",2000,114,12,8.5
"2020-03-23 13:30:00","Mr. Smith Goes to Washington",COMEDY,"Frank Capra",1939,129,12,7.5
"2020-03-24 10:00:00","Kagemusha",DRAMA,"Akira Kurosawa",1980,180,0,6.5
"2020-03-24 14:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,8.0
"2020-03-24 18:00:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,10.0
"2020-03-25 10:30:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,8.5
"2020-03-25 13:00:00","Stagecoach",ADVENTURE,"John Ford",1939,96,12,7.5
"2020-03-25 15:30:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,7.0
"2020-03-26 10:30:00","The Shop Around the Corner",COMEDY,"Ernst Lubitsch",1940,99,12,8.5
"2020-03-26 13:00:00","Toy Story",ANIMATION,"John Lasseter",1995,81,0,8.0
"2020-03-27 10:00:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,7.0
"2020-03-28 10:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,8.0
"2020-03-28 14:00:00","The Lion in Winter",BIOGRAPHY,"Anthony Harvey",1968,134,6,8.0
"2020-03-28 17:00:00","Blade Runner",ACTION,"Ridley Scott",1982,117,12,7.0
"2020-03-28 19:30:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,9.5
"2020-03-29 10:30:00","Blade Runner",ACTION,"Ridley Scott",1982,117,12,8.5
"2020-03-29 13:00:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,7.0
"2020-03-29 15:30:00","Annie Hall",COMEDY,"Woody Allen",1977,93,12,8.0
"2020-03-29 18:00:00","Festen",DRAMA,"Thomas Vinterberg",1998,105,16,10.0
"2020-03-30 10:30:00","La vita è bella",COMEDY,"Roberto Benigni",1997,116,0,7.0
"2020-03-31 10:00:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,6.5
"2020-03-31 13:00:00","Freaks",DRAMA,"Tod Browning",1932,64,12,8.0
"2020-03-31 15:00:00","The Manchurian Candidate",DRAMA,"John Frankenheimer",1962,126,12,6.5
"2020-04-01 10:00:00","Stagecoach",ADVENTURE,"John Ford",1939,96,12,6.5
"2020-04-02 10:30:00","The Lion in Winter",BIOGRAPHY,"Anthony Harvey",1968,134,6,7.0
"2020-04-02 13:30:00","Freaks",DRAMA,"Tod Browning",1932,64,12,6.5
"2020-04-03 10:00:00","The Man Who Shot Liberty Valance",DRAMA,"John Ford",1962,123,12,8.0
"2020-04-03 13:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,8.0
"2020-04-03 17:00:00","JFK",DRAMA,"Oliver Stone",1991,189,12,6.5
"2020-04-04 10:00:00","Double Indemnity",CRIME,"Billy Wilder",1944,107,12,7.5
"2020-04-04 13:00:00","Solaris",DRAMA,"Andrei Tarkovsky",1972,167,6,6.5
"2020-04-04 16:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,7.5
"2020-04-04 19:30:00","The Ten Commandments",ADVENTURE,"Cecil B. DeMille",1956,220,0,10.0
"2020-04-05 10:30:00","The French Connection",ACTION,"William Friedkin",1971,104,12,6.5
"2020-04-05 13:00:00","Trois couleurs: Rouge",DRAMA,"Krzysztof Kieslowski",1994,99,0,6.5
"2020-04-05 15:30:00","Batoru rowaiaru",ACTION,"Kinji Fukasaku",2000,114,12,7.0
"2020-04-05 18:30:00","Home Alone",COMEDY,"Chris Columbus",1990,103,0,9.5
"2020-04-06 10:00:00","Festen",DRAMA,"Thomas Vinterberg",1998,105,16,8.5
"2020-04-06 12:30:00","Annie Hall",COMEDY,"Woody Allen",1977,93,12,7.0
